Program,Year,Month,day,Week Ending,Geo Level,State,watershed_code,Commodity,Data Item,Domain,Domain Category,price,chicken,broken eggs,production eggs,chicken production,chicken died,Hatch chicken,chicken lay
SURVEY,2013,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.877,"41,526,000","178,497,000","8,225,300,000",,,"46,031,000","2,260"
SURVEY,2013,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.07,"46,598,000","185,991,000","8,225,300,000",,,"38,794,000","2,331"
SURVEY,2013,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.37,"37,099,000","172,339,000","8,225,300,000",,,"41,144,000","2,355"
SURVEY,2013,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.989,"40,988,000","161,212,000","8,225,300,000",,,"42,236,000","2,090"
SURVEY,2013,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.06,"41,539,000","172,955,000","8,225,300,000",,,"43,831,000","2,327"
SURVEY,2013,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.03,"39,910,000","187,979,000","8,225,300,000",,,"39,936,000","2,314"
SURVEY,2013,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.924,"38,783,000","183,539,000","8,225,300,000",,,"42,252,000","2,249"
SURVEY,2013,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.14,"42,700,000","174,941,000","8,225,300,000",,,"43,584,000","2,326"
SURVEY,2013,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.17,"42,655,000","174,598,000","8,225,300,000",,,"50,154,000","2,330"
SURVEY,2013,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.32,"44,160,000","172,129,000","8,225,300,000",,,"41,845,000","2,283"
SURVEY,2013,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.04,"41,429,000","188,678,000","8,225,300,000",,,"42,506,000","2,352"
SURVEY,2013,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.03,"38,983,000","181,210,000","8,225,300,000","8,533,800,000","102,104,500","42,166,000","2,274"
SURVEY,2012,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.862,"37,980,000",,"8,225,300,000",,,"43,202,000","2,235"
SURVEY,2012,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.12,"39,487,000",,"8,225,300,000",,,"42,269,000","2,326"
SURVEY,2012,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.12,"38,626,000",,"8,225,300,000",,,"40,985,000","2,347"
SURVEY,2012,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.887,"38,544,000",,"8,225,300,000",,,"40,523,000","2,140"
SURVEY,2012,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.881,"40,135,000",,"8,225,300,000",,,"41,290,000","2,320"
SURVEY,2012,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.967,"38,279,000",,"8,225,300,000",,,"35,968,000","2,307"
SURVEY,2012,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.905,"36,752,000",,"8,225,300,000",,,"38,829,000","2,229"
SURVEY,2012,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.99,"39,322,000",,"8,225,300,000",,,"43,101,000","2,315"
SURVEY,2012,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.826,"41,011,000",,"8,225,300,000",,,"44,564,000","2,298"
SURVEY,2012,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.18,"42,701,000",,"8,225,300,000",,,"36,492,000","2,276"
SURVEY,2012,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.02,"34,178,000",,"8,225,300,000",,,"37,901,000","2,322"
SURVEY,2012,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.22,"36,094,000",,"8,225,300,000","8,463,000,000","103,758,000","38,319,000","2,242"
SURVEY,2011,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.05,"50,031,000",,"8,225,300,000",,,,"2,235"
SURVEY,2011,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.14,,,"8,225,300,000",,,,"2,302"
SURVEY,2011,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.22,,,"8,225,300,000",,,,"2,351"
SURVEY,2011,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.949,,,"8,225,300,000",,,,"2,065"
SURVEY,2011,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.848,,,"8,225,300,000",,,,"2,288"
SURVEY,2011,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.878,,,"8,225,300,000",,,,"2,303"
SURVEY,2011,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.884,,,"8,225,300,000",,,,"2,231"
SURVEY,2011,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.843,,,"8,225,300,000",,,,"2,302"
SURVEY,2011,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.821,,,"8,225,300,000",,,,"2,300"
SURVEY,2011,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.02,,,"8,225,300,000",,,,"2,253"
SURVEY,2011,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.02,,,"8,225,300,000",,,,"2,317"
SURVEY,2011,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.944,,,"8,225,300,000","8,607,600,000","106,361,000",,"2,237"
SURVEY,2010,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.769,,,"8,225,300,000",,,,"2,220"
SURVEY,2010,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.79,,,"8,225,300,000",,,,"2,283"
SURVEY,2010,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.07,,,"8,225,300,000",,,,"2,310"
SURVEY,2010,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.92,,,"8,225,300,000",,,,"2,037"
SURVEY,2010,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.03,,,"8,225,300,000",,,,"2,268"
SURVEY,2010,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.71,,,"8,225,300,000",,,,"2,271"
SURVEY,2010,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.618,,,"8,225,300,000",,,,"2,203"
SURVEY,2010,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.16,,,"8,225,300,000",,,,"2,291"
SURVEY,2010,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.636,,,"8,225,300,000",,,,"2,274"
SURVEY,2010,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.13,,,"8,225,300,000",,,,"2,231"
SURVEY,2010,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.814,,,"8,225,300,000",,,,"2,285"
SURVEY,2010,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.635,,,"8,225,300,000","8,623,600,000","108,356,000",,"2,218"
SURVEY,2009,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.921,,,"8,225,300,000",,,,"2,196"
SURVEY,2009,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.76,,,"8,225,300,000",,,,"2,283"
SURVEY,2009,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.06,,,"8,225,300,000",,,,"2,304"
SURVEY,2009,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.811,,,"8,225,300,000",,,,"2,024"
SURVEY,2009,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.03,,,"8,225,300,000",,,,"2,249"
SURVEY,2009,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.709,,,"8,225,300,000",,,,"2,280"
SURVEY,2009,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.595,,,"8,225,300,000",,,,"2,203"
SURVEY,2009,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.813,,,"8,225,300,000",,,,"2,269"
SURVEY,2009,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.619,,,"8,225,300,000",,,,"2,256"
SURVEY,2009,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.01,,,"8,225,300,000",,,,"2,238"
SURVEY,2009,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.801,,,"8,225,300,000",,,,"2,291"
SURVEY,2009,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.745,,,"8,225,300,000","8,550,200,000","99,596,000",,"2,209"
SURVEY,2008,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.03,,,"8,225,300,000",,,,"2,163"
SURVEY,2008,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.964,,,"8,225,300,000",,,,"2,252"
SURVEY,2008,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.996,,,"8,225,300,000",,,,"2,283"
SURVEY,2008,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.31,,,"8,225,300,000",,,,"2,072"
SURVEY,2008,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.3,,,"8,225,300,000",,,,"2,218"
SURVEY,2008,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.841,,,"8,225,300,000",,,,"2,259"
SURVEY,2008,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.06,,,"8,225,300,000",,,,"2,175"
SURVEY,2008,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.37,,,"8,225,300,000",,,,"2,243"
SURVEY,2008,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.868,,,"8,225,300,000",,,,"2,224"
SURVEY,2008,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.02,,,"8,225,300,000",,,,"2,215"
SURVEY,2008,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.02,,,"8,225,300,000",,,,"2,277"
SURVEY,2008,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.996,,,"8,225,300,000","9,009,300,000","102,071,000",,"2,194"
SURVEY,2007,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.728,,,"8,225,300,000",,,,"2,256"
SURVEY,2007,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.867,,,,,,,
SURVEY,2007,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.35,,,,,,,
SURVEY,2007,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.784,,,,,,,
SURVEY,2007,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.918,,,,,,,
SURVEY,2007,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.945,,,,,,,
SURVEY,2007,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.679,,,,,,,
SURVEY,2007,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.83,,,,,,,
SURVEY,2007,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.78,,,,,,,
SURVEY,2007,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.26,,,,,,,
SURVEY,2007,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.936,,,,,,,
SURVEY,2007,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.07,,,,,,,
SURVEY,2006,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.514,,,,,,,
SURVEY,2006,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.577,,,,,,,
SURVEY,2006,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.816,,,,,,,
SURVEY,2006,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.495,,,,,,,
SURVEY,2006,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.613,,,,,,,
SURVEY,2006,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.456,,,,,,,
SURVEY,2006,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.562,,,,,,,
SURVEY,2006,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.663,,,,,,,
SURVEY,2006,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.446,,,,,,,
SURVEY,2006,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.814,,,,,,,
SURVEY,2006,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.569,,,,,,,
SURVEY,2006,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.56,,,,,,,
SURVEY,2005,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.475,,,,,,,
SURVEY,2005,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.472,,,,,,,
SURVEY,2005,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.716,,,,,,,
SURVEY,2005,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.553,,,,,,,
SURVEY,2005,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.562,,,,,,,
SURVEY,2005,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.528,,,,,,,
SURVEY,2005,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.453,,,,,,,
SURVEY,2005,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.528,,,,,,,
SURVEY,2005,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.457,,,,,,,
SURVEY,2005,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.651,,,,,,,
SURVEY,2005,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.512,,,,,,,
SURVEY,2005,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.637,,,,,,,
SURVEY,2004,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.766,,,,,,,
SURVEY,2004,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.526,,,,,,,
SURVEY,2004,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.653,,,,,,,
SURVEY,2004,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.877,,,,,,,
SURVEY,2004,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.928,,,,,,,
SURVEY,2004,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.582,,,,,,,
SURVEY,2004,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.665,,,,,,,
SURVEY,2004,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.09,,,,,,,
SURVEY,2004,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.644,,,,,,,
SURVEY,2004,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.604,,,,,,,
SURVEY,2004,10,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.494,,,,,,,
SURVEY,2004,9,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.538,,,,,,,
SURVEY,2003,4,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.686,,,,,,,
SURVEY,2003,8,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.808,,,,,,,
SURVEY,2003,12,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.864,,,,,,,
SURVEY,2003,2,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.637,,,,,,,
SURVEY,2003,1,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.691,,,,,,,
SURVEY,2003,7,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.687,,,,,,,
SURVEY,2003,6,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.672,,,,,,,
SURVEY,2003,3,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.685,,,,,,,
SURVEY,2003,5,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,0.587,,,,,,,
SURVEY,2003,11,1,,NATIONAL,US TOTAL,0,EGGS,"EGGS - PRICE RECEIVED, MEASURED IN $ / DOZEN",TOTAL,NOT SPECIFIED,1.02,,,,,,,
